# Bloque 02 Paso 10 — IDs a actualizar tipo=1 -> tipo=2
# Generado: 2026-04-30 07:16:10
# Regex usados: 3 patterns MENSUAL (validados con sample 50 otras)
# Total filas: 46091
# Backup mysqldump server: ~/backups-bloque-02/asignacion-prerollback-2026-04-30.sql
# Backup sha256: a09f76951b2ce195d0eb5249bc7ed2e6d61d6c571c112afb9c55cfe170604897

# id,tipo_actual,fecha,notas_preview
88,1,2014-12-01,revision mensual
99,1,2014-12-02,REVISION MENSUAL
100,1,2014-12-02,REVISION MENSUAL
101,1,2014-12-02,REVISION MENSUAL
102,1,2014-12-02,REVISION MENSUAL
103,1,2014-12-02,REVISION MENSUAL
104,1,2014-12-02,REVISION MENSUAL
105,1,2014-12-02,REVISION MENSUAL
106,1,2014-12-02,REVISION MENSUAL
107,1,2014-12-02,REVISION MENSUAL
108,1,2014-12-02,REVISION MENSUAL
109,1,2014-12-02,REVISION MENSUAL  
110,1,2014-12-02,revision mensual
115,1,2014-12-02,REVISION MENSUAL
116,1,2014-12-02,REVISION MENSUAL
117,1,2014-12-02,REVISION MENSUAL
119,1,2014-12-02,REVISION MENSUAL
120,1,2014-12-02,REVISION MENSUAL
121,1,2014-12-02,REVISION MENSUAL
122,1,2014-12-02,REVISION MENSUAL
123,1,2014-12-02,REVISION MENSUAL
124,1,2014-12-02,REVISION MENSUAL
125,1,2014-12-02,REVISION MENSUAL
126,1,2014-12-02,REVISION MENSUAL
127,1,2014-12-02,REVISION MENSUAL
128,1,2014-12-02,REVISION MENSUAL
129,1,2014-12-02,REVISION MENSUAL
131,1,2014-12-03,REVISION MENSUAL
132,1,2014-12-03,REVISION MENSUAL
133,1,2014-12-03,REVISION MENSUAL
134,1,2014-12-03,REVISION MENSUAL
135,1,2014-12-03,REVISION MENSUAL
136,1,2014-12-03,REVISION MENSUAL
137,1,2014-12-03,REVISION MENSUAL
138,1,2014-12-03,REVISION MENSUAL
139,1,2014-12-03,REVISION MENSUAL
140,1,2014-12-03,REVISION MENSUAL
148,1,2014-12-05,REVISION MENSUAL
149,1,2014-12-04,REVISION MENSUAL
150,1,2014-12-04,REVISION MENSUAL
151,1,2014-12-04,REVISION MENSUAL
152,1,2014-12-04,REVISION MENSUAL
153,1,2014-12-04,REVISION MENSUAL
154,1,2014-12-04,REVISION MENSUAL
155,1,2014-12-04,REVISION MENSUAL
156,1,2014-12-04,REVISION MENSUAL
157,1,2014-12-04,REVISION MENSUAL
158,1,2014-12-04,REVISION MENSUAL
159,1,2014-12-04,REVISION MENSUAL
160,1,2014-12-04,REVISION MENSUAL
161,1,2014-12-04,REVISION MENSUAL
162,1,2014-12-04,REVISION MENSUAL
163,1,2014-12-04,REVISION MENSUAL
164,1,2014-12-04,REVISION MENSUAL
165,1,2014-12-04,REVISION MENSUAL
166,1,2014-12-04,REVISION MENSUAL
167,1,2014-12-04,REVISION MENSUAL
168,1,2014-12-04,REVISION MENSUAL
169,1,2014-12-04,REVISION MENSUAL
170,1,2014-12-04,REVISION MENSUAL
181,1,2014-12-09,REVISION MENSUAL
182,1,2014-12-09,REVISION MENSUAL
183,1,2014-12-09,REVISION MENSUAL
184,1,2014-12-09,REVISION MENSUAL
185,1,2014-12-09,REVISION MENSUAL
186,1,2014-12-09,REVISION MENSUAL
187,1,2014-12-09,REVISION MENSUAL
188,1,2014-12-10,REVISION MENSUAL
189,1,2014-12-10,REVISION MENSUAL
190,1,2014-12-10,REVISION MENSUAL
191,1,2014-12-10,REVISION MENSUAL
192,1,2014-12-10,REVISION MENSUAL
193,1,2014-12-10,REVISION MENSUAL
194,1,2014-12-10,REVISION MENSUAL
195,1,2014-12-10,REVISION MENSUAL
196,1,2014-12-10,REVISION MENSUAL
197,1,2014-12-10,REVISION MENSUAL
198,1,2014-12-10,REVISION MENSUAL
199,1,2014-12-10,REVISION MENSUAL
200,1,2014-12-10,REVISION MENSUAL
201,1,2014-12-10,REVISION MENSUAL
202,1,2014-12-10,REVISION MENSUAL
203,1,2014-12-10,REVISION MENSUAL
204,1,2014-12-10,REVISION MENSUAL
205,1,2014-12-10,REVISION MENSUAL
206,1,2014-12-10,REVISION MENSUAL
207,1,2014-12-10,REVISION MENSUAL
208,1,2014-12-10,REVISION MENSUAL
209,1,2014-12-10,REVISION MENSUAL
210,1,2014-12-10,REVISION MENSUAL
211,1,2014-12-10,REVISION MENSUAL
212,1,2014-12-10,REVISION MENSUAL
213,1,2014-12-10,REVISION MENSUAL
214,1,2014-12-10,REVISION MENSUAL
215,1,2014-12-10,REVISION MENSUAL
216,1,2014-12-10,REVISION MENSUAL
217,1,2014-12-10,REVISION MENSUAL
218,1,2014-12-10,REVISION MENSUAL
219,1,2014-12-10,REVISION MENSUAL
220,1,2014-12-10,REVISION MENSUAL
221,1,2014-12-09,REVISION MENSUAL
222,1,2014-12-09,REVISION MENSUAL
223,1,2014-12-09,REVISION MENSUAL
224,1,2014-12-09,REVISION MENSUAL
225,1,2014-12-09,REVISION MENSUAL
226,1,2014-12-09,REVISION MENSUAL
227,1,2014-12-09,REVISION MENSUAL
228,1,2014-12-09,REVISION MENSUAL
229,1,2014-12-11,REVISION MENSUAL
230,1,2014-12-11,REVISION MENSUAL
231,1,2014-12-11,REVISION MENSUAL
232,1,2014-12-11,REVISION MENSUAL
233,1,2014-12-11,REVISION MENSUAL
234,1,2014-12-11,REVISION MENSUAL
235,1,2014-12-11,REVISION MENSUAL
236,1,2014-12-11,REVISION MENSUAL
237,1,2014-12-15,REVISION MENSUAL
238,1,2014-12-15,REVISION MENSUAL
239,1,2014-12-15,REVISION MENSUAL
240,1,2014-12-15,REVISION MENSUAL
241,1,2014-12-15,REVISION MENSUAL
242,1,2014-12-15,REVISION MENSUAL
243,1,2014-12-15,REVISION MENSUAL
244,1,2014-12-15,REVISION MENSUAL
245,1,2014-12-15,REVISION MENSUAL
246,1,2014-12-15,REVISION MENSUAL
247,1,2014-12-15,REVISION MENSUAL
248,1,2014-12-15,REVISION MENSUAL
249,1,2014-12-15,REVISION MENSUAL
250,1,2014-12-15,REVISION MENSUAL
251,1,2014-12-15,REVISION MENSUAL
252,1,2014-12-15,REVISION MENSUAL
253,1,2014-12-15,REVISION MENSUAL
255,1,2014-12-15,REVISION MENSUAL
260,1,2014-12-15,REVISION MENSUAL
261,1,2014-12-15,REVISION MENSUAL
264,1,2014-12-16,REVISION MENSUAL
265,1,2014-12-16,REVISION MENSUAL
266,1,2014-12-16,REVISION MENSUAL
267,1,2014-12-16,REVISION MENSUAL
268,1,2014-12-16,REVISION MENSUAL
269,1,2014-12-16,REVISION MENSUAL
270,1,2014-12-16,REVISION MENSUAL
271,1,2014-12-16,REVISION MENSUAL
272,1,2014-12-16,REVISION MENSUAL
273,1,2014-12-16,REVISION MENSUAL
274,1,2014-12-16,REVISION MENSUAL
275,1,2014-12-16,REVISION MENSUAL
276,1,2014-12-16,REVISION MENSUAL
277,1,2014-12-16,REVISION MENSUAL
278,1,2014-12-16,REVISION MENSUAL
279,1,2014-12-16,REVISION MENSUAL
280,1,2014-12-16,REVISION MENSUAL
281,1,2014-12-16,REVISION MENSUAL
282,1,2014-12-16,REVISION MENSUAL
283,1,2014-12-17,REVISION MENSUAL
284,1,2014-12-17,REVISION MENSUAL
285,1,2014-12-17,REVISION MENSUAL
286,1,2014-12-17,REVISION MENSUAL
287,1,2014-12-17,REVISION MENSUAL
288,1,2014-12-17,REVISION MENSUAL
289,1,2014-12-17,REVISION MENSUAL
290,1,2014-12-17,REVISION MENSUAL
291,1,2014-12-17,REVISION MENSUAL
292,1,2014-12-17,REVISION MENSUAL
293,1,2014-12-17,REVISION MENSUAL
294,1,2014-12-17,REVISION MENSUAL
295,1,2014-12-17,REVISION MENSUAL
296,1,2014-12-17,REVISION MENSUAL
297,1,2014-12-17,REVISION MENSUAL
298,1,2014-12-17,REVISION MENSUAL
299,1,2014-12-17,REVISION MENSUAL
300,1,2014-12-18,REVISION MENSUAL
301,1,2014-12-18,REVISION MENSUAL
302,1,2014-12-18,REVISION MENSUAL
303,1,2014-12-19,REVISION MENSUAL
304,1,2014-12-18,REVISION MENSUAL
305,1,2014-12-18,REVISION MENSUAL
306,1,2014-12-18,REVISION MENSUAL
307,1,2014-12-18,REVISION MENSUAL
308,1,2014-12-18,REVISION MENSUAL
309,1,2014-12-18,REVISION MENSUAL
310,1,2014-12-18,REVISION MENSUAL
311,1,2014-12-18,REVISION MENSUAL
312,1,2014-12-18,REVISION MENSUAL
313,1,2014-12-18,REVISION MENSUAL
314,1,2014-12-18,REVISION MENSUAL
315,1,2014-12-18,REVISION MENSUAL
316,1,2014-12-18,REVISION MENSUAL
317,1,2014-12-18,REVISION MENSUAL
318,1,2014-12-18,REVISION MENSUAL
319,1,2014-12-18,REVISION MENSUAL
320,1,2014-12-18,REVISION MENSUAL
322,1,2014-12-18,REVISION MENSUAL
323,1,2014-12-18,REVISION MENSUAL
324,1,2014-12-18,REVISION MENSUAL
327,1,2014-12-18,REVISION MENSUAL  
328,1,2014-12-22,REVISION MENSUAL
329,1,2014-12-22,REVISION MENSUAL
330,1,2014-12-22,REVISION MENSUAL
331,1,2014-12-22,REVISION MENSUAL
332,1,2014-12-22,REVISION MENSUAL
333,1,2014-12-22,REVISION MENSUAL
334,1,2014-12-22,REVISION MENSUAL
335,1,2014-12-22,REVISION MENSUAL
336,1,2014-12-22,REVISION MENSUAL
337,1,2014-12-22,REVISION MENSUAL
338,1,2014-12-22,REVISION MENSUAL
339,1,2014-12-22,REVISION MENSUAL
341,1,2014-12-22,REVISION MENSUAL
342,1,2014-12-22,REVISION MENSUAL
345,1,2014-12-23,REVISION MENSUAL
346,1,2014-12-23,REVISION MENSUAL  
347,1,2014-12-23,REVISION MENSUAL
348,1,2014-12-23,REVISION MENSUAL
350,1,2014-12-23,REVISION MENSUAL
352,1,2014-12-23,REVISION MENSUAL
353,1,2014-12-23,REVISION MENSUAL
356,1,2014-12-23,REVISION MENSUAL
357,1,2014-12-29,REVISION MENSUAL
358,1,2014-12-29,REVISION MENSUAL
359,1,2014-12-29,REVISION MENSUAL
360,1,2014-12-29,REVISION MENSUAL
361,1,2014-12-29,REVISION MENSUAL
362,1,2014-12-30,REVISION MENSUAL
363,1,2014-12-30,REVISION MENSUAL
364,1,2014-12-30,REVISION MENSUAL
365,1,2014-12-30,REVISION MENSUAL
366,1,2015-01-05,REVISION MENSUAL 
368,1,2015-01-05,REVISION MENSUAL
369,1,2015-01-05,REVISION MENSUAL
370,1,2015-01-05,REVISION MENSUAL
371,1,2015-01-05,REVISION MENSUAL
372,1,2015-01-05,REVISION MENSUAL
373,1,2015-01-05,REVISION MENSUAL
374,1,2015-01-05,REVISION MENSUAL
375,1,2015-01-05,REVISION MENSUAL
376,1,2015-01-05,REVISION MENSUAL
377,1,2015-01-05,REVISION MENSUAL
378,1,2015-01-05,REVISION MENSUAL
379,1,2015-01-05,REVISION MENSUAL
380,1,2015-01-05,REVISION MENSUAL
381,1,2015-01-05,REVISION MENSUAL  
382,1,2015-01-05,REVISION MENSUAL  
383,1,2015-01-05,REVISION MENSUAL
384,1,2015-01-05,REVISION MENSUAL
385,1,2015-01-05,REVISION MENSUAL
386,1,2015-01-05,REVISION MENSUAL
387,1,2015-01-05,REVISION MENSUAL
399,1,2015-01-05,REVISION MENSUAL
400,1,2015-01-05,revision mensual
401,1,2015-01-06,REVISION MENSUAL
402,1,2015-01-06,REVISION MENSUAL
404,1,2015-01-06,REVISION MENSUAL
405,1,2015-01-06,REVISION MENSUAL
406,1,2015-01-06,REVISION MENSUAL
407,1,2015-01-06,REVISION MENSUAL
408,1,2015-01-06,REVISION MENSUAL
409,1,2015-01-06,REVISION MENSUAL
410,1,2015-01-05,REVISION MENSUAL
411,1,2015-01-05,REVISION MENSUAL
412,1,2015-01-05,REVISION MENSUAL
413,1,2015-01-05,REVISION MENSUAL
414,1,2015-01-05,REVISION MENSUAL
415,1,2015-01-05,REVISION MENSUAL
416,1,2015-01-07,REVISION MENSUAL  
417,1,2015-01-07,REVISION MENSUAL
418,1,2015-01-07,REVISION MENSUAL
419,1,2015-01-07,REVISION MENSUAL
420,1,2015-01-07,REVISION MENSUAL
421,1,2015-01-07,REVISION MENSUAL
422,1,2015-01-07,REVISION MENSUAL
423,1,2015-01-07,REVISION MENSUAL
424,1,2015-01-07,REVISION MENSUAL
425,1,2015-01-07,REVISION MENSUAL
426,1,2015-01-07,REVISION MENSUAL
427,1,2015-01-07,REVISION MENSUAL
428,1,2015-01-07,REVISION MENSUAL
429,1,2015-01-07,REVISION MENSUAL
430,1,2015-01-07,REVISION MENSUAL
431,1,2015-01-07,REVISION MENSUAL
432,1,2015-01-07,REVISION MENSUAL
433,1,2015-01-07,REVISION MENSUAL
434,1,2015-01-07,REVISION MENSUAL
435,1,2015-01-07,REVISION MENSUAL
436,1,2015-01-07,REVISION MENSUAL
437,1,2015-01-07,REVISION MENSUAL
438,1,2015-01-07,REVISION MENSUAL
439,1,2015-01-07,REVISION MENSUAL
440,1,2015-01-07,REVISION MENSUAL
441,1,2015-01-07,REVISION MENSUAL
442,1,2015-01-07,REVISION MENSUAL
443,1,2015-01-07,REVISION MENSUAL
444,1,2015-01-07,REVISION MENSUAL
445,1,2015-01-07,REVISION MENSUAL
446,1,2015-01-07,REVISION MENSUAL
447,1,2015-01-07,REVISION MENSUAL
453,1,2015-01-07,REVISION MENSUAL
454,1,2015-01-07,REVISION MENSUAL
455,1,2015-01-07,REVISION MENSUAL
456,1,2015-01-07,REVISION MENSUAL
457,1,2015-01-07,REVISION MENSUAL
458,1,2015-01-07,REVISION MENSUAL
459,1,2015-01-07,REVISION MENSUAL
461,1,2015-01-07,REVISION MENSUAL
462,1,2015-01-09,REVISION MENSUAL
463,1,2015-01-09,REVISION MENSUAL
464,1,2015-01-09,REVISION  MENSUAL
465,1,2015-01-09,REVISION MENSUAL
466,1,2015-01-09,REVISION MENSUAL
467,1,2015-01-09,REVISION MENSUAL
468,1,2015-01-09,REVISION MENSUAL
469,1,2015-01-09,REVISION MENSUAL
470,1,2015-01-09,REVISION MENSUAL
473,1,2015-01-09,REVISION MENSUAL
474,1,2015-01-07,REVISION MENSUAL
475,1,2015-01-07,REVISION MENSUAL
476,1,2015-01-07,REVISION MENSUAL
480,1,2015-01-07,REVISION MENSUAL
482,1,2015-01-08,REVISION MENSUAL
483,1,2015-01-08,REVISION MENSUAL
484,1,2015-01-08,REVISION MENSUAL
485,1,2015-01-08,REVISION MENSUAL
486,1,2015-01-08,REVISION MENSUAL
487,1,2015-01-08,REVISION MENSUAL
488,1,2015-01-08,REVISION MENSUAL
489,1,2015-01-08,REVISION MENSUAL
490,1,2015-01-08,REVISION MENSUAL
491,1,2015-01-08,REVISION MENSUAL
492,1,2015-01-08,REVISION MENSUAL
493,1,2015-01-08,REVISION MENSUAL
494,1,2015-01-08,REVISION MENSUAL
495,1,2015-01-08,REVISION MENSUAL
496,1,2015-01-08,REVISION MENSUAL
497,1,2015-01-08,REVISION MENSUAL
498,1,2015-01-08,REVISION MENSUAL
499,1,2015-01-08,REVISION MENSUAL
500,1,2015-01-08,REVISION MENSUAL
501,1,2015-01-08,REVISION MENSUAL
504,1,2015-01-08,REVISION MENSUAL
505,1,2015-01-08,REVISION MENSUAL
506,1,2015-01-08,REVISION MENSUAL
508,1,2015-01-12,REVISION MENSUAL
509,1,2015-01-12,REVISION MENSUAL
510,1,2015-01-12,REVISION MENSUAL
511,1,2015-01-12,REVISION MENSUAL
512,1,2015-01-12,REVISION MENSUAL
513,1,2015-01-12,REVISION MENSUAL
514,1,2015-01-12,REVISION MENSUAL
515,1,2015-01-12,REVISION MENSUAL
516,1,2015-01-12,REVISION MENSUAL
517,1,2015-01-12,REVISION MENSUAL
518,1,2015-01-12,REVISION MENSUAL
519,1,2015-01-12,REVISION MENSUAL
520,1,2015-01-12,REVISION MENSUAL
521,1,2015-01-12,REVISION MENSUAL
522,1,2015-01-12,REVISION MENSUAL
523,1,2015-01-12,REVISION MENSUAL
524,1,2015-01-12,REVISION MENSUAL
525,1,2015-01-13,REVISION MENSUAL
526,1,2015-01-13,REVISION MENSUAL
527,1,2015-01-12,REVISION MENSUAL
528,1,2015-01-12,REVISION MENSUAL
529,1,2015-01-12,REVISION MENSUAL
530,1,2015-01-12,REVISION MENSUAL
531,1,2015-01-12,REVISION MENSUAL
532,1,2015-01-12,REVISION MENSUAL
533,1,2015-01-12,REVISION MENSUAL
534,1,2015-01-12,REVISION MENSUAL
535,1,2015-01-12,REVISION MENSUAL
536,1,2015-01-12,REVISION MENSUAL
537,1,2015-01-12,REVISION MENSUAL
538,1,2015-01-12,REVISION MENSUAL
539,1,2015-01-12,REVISION MENSUAL
540,1,2015-01-12,REVISION MENSUAL
541,1,2015-01-12,REVISION MENSUAL
542,1,2015-01-14,REVISION MENSUAL
543,1,2015-01-14,REVISION MENSUAL
544,1,2015-01-14,REVISION MENSUAL
545,1,2015-01-14,REVISION MENSUAL
546,1,2015-01-14,REVISION MENSUAL
547,1,2015-01-14,REVISION MENSUAL
548,1,2015-01-14,REVISION MENSUAL
549,1,2015-01-14,REVISION MENSUAL
550,1,2015-01-14,REVISION MENSUAL
551,1,2015-01-14,REVISION MENSUAL
552,1,2015-01-14,REVISION MENSUAL
553,1,2015-01-14,REVISION MENSUAL
554,1,2015-01-14,REVISION MENSUAL
555,1,2015-01-14,REVISION MENSUAL
556,1,2015-01-14,REVISION MENSUAL
557,1,2015-01-14,REVISION MENSUAL
558,1,2015-01-14,REVISION MENSUAL
559,1,2015-01-14,REVISION MENSUAL
560,1,2015-01-14,REVISION MENSUAL
561,1,2015-01-14,REVISION MENSUAL
562,1,2015-01-14,REVISION MENSUAL
565,1,2015-01-08,REVISION MENSUAL
566,1,2015-01-08,REVISION MENSUAL
567,1,2015-01-08,REVISION MENSUAL
568,1,2015-01-08,REVISION MENSUAL
569,1,2015-01-08,REVISION MENSUAL
570,1,2015-01-08,REVISION MENSUAL
571,1,2015-01-08,REVISION MENSUAL
572,1,2015-01-08,REVISION  MENSUAL
573,1,2015-01-08,REVISION MENSUAL
574,1,2015-01-08,REVISION  MENSUAL
576,1,2015-01-15,REVISION MENSUAL
577,1,2015-01-15,REVISION MENSUAL
578,1,2015-01-15,REVISION MENSUAL
579,1,2015-01-15,REVISION MENSUAL
580,1,2015-01-15,REVISION MENSUAL
581,1,2015-01-15,REVISION MENSUAL
582,1,2015-01-15,REVISION MENSUAL
583,1,2015-01-15,REVISION MENSUAL
584,1,2015-01-15,REVISION MENSUAL
585,1,2015-01-15,REVISION MENSUAL
586,1,2015-01-15,REVISION MENSUAL
587,1,2015-01-15,REVISION MENSUAL
588,1,2015-01-15,REVISION MENSUAL
589,1,2015-01-15,REVISION MENSUAL
590,1,2015-01-15,REVISION MENSUAL
591,1,2015-01-15,REVISION MENSUAL
592,1,2015-01-15,REVISION MENSUAL
593,1,2015-01-16,REVISION MENSUAL
594,1,2015-01-15,REVISION MENSUAL
595,1,2015-01-15,REVISION MENSUAL
596,1,2015-01-15,REVISION MENSUAL
597,1,2015-01-15,REVISION MENSUAL
598,1,2015-01-15,REVISION MENSUAL
599,1,2015-01-13,REVISION MENSUAL
600,1,2015-01-13,REVISION MENSUAL
601,1,2015-01-13,REVISION MENSUAL
602,1,2015-01-13,REVISION MENSUAL
603,1,2015-01-13,REVISION MENSUAL
604,1,2015-01-13,REVISION MENSUAL
605,1,2015-01-13,REVISION MENSUAL
606,1,2015-01-13,REVISION MENSUAL
607,1,2015-01-13,REVISION MENSUAL
608,1,2015-01-13,REVISION MENSUAL
609,1,2015-01-13,REVISION MENSUAL
610,1,2015-01-13,REVISION MENSUAL
611,1,2015-01-13,REVISION MENSUAL
612,1,2015-01-13,REVISION MENSUAL
613,1,2015-01-13,REVISION MENSUAL
614,1,2015-01-13,REVISION MENSUAL
615,1,2015-01-13,REVISION MENSUAL
616,1,2015-01-13,REVISION MENSUAL
617,1,2015-01-13,REVISION MENSUAL
618,1,2015-01-13,REVISION MENSUAL
619,1,2015-01-13,REVISION MENSUAL
620,1,2015-01-13,REVISION MENSUAL
622,1,2015-01-16,REVISION MENSUAL
623,1,2015-01-16,REVISION MENSUAL
624,1,2015-01-16,REVISION MENSUAL
625,1,2015-01-16,REVISION MENSUAL
626,1,2015-01-16,REVISION MENSUAL
627,1,2015-01-16,REVISION MENSUAL  
628,1,2015-01-16,REVISION MENSUAL
629,1,2015-01-16,REVISION MENSUAL
630,1,2015-01-16,REVISION MENSUAL
631,1,2015-01-16,REVISION MENSUAL
632,1,2015-01-15,REVISION MENSUAL
633,1,2015-01-15,REVISION MENSUAL
634,1,2015-01-15,REVISION MENSUAL
635,1,2015-01-15,REVISION MENSUAL
636,1,2015-01-15,REVISION MENSUAL
637,1,2015-01-15,REVISION MENSUAL
638,1,2015-01-15,REVISION MENSUAL
639,1,2015-01-15,REVISION MENSUAL
640,1,2015-01-15,REVISION MENSUAL
641,1,2015-01-15,REVISION MENSUAL
642,1,2015-01-15,REVISION MENSUAL
643,1,2015-01-15,REVISION MENSUAL
644,1,2015-01-15,REVISION MENSUAL
645,1,2015-01-15,REVISION MENSUAL
646,1,2015-01-15,REVISION MENSUAL
647,1,2015-01-15,REVISION MENSUAL
648,1,2015-01-15,REVISION MENSUAL
649,1,2015-01-15,REVISION MENSUAL
650,1,2015-01-15,REVISION MENSUAL
651,1,2015-01-15,REVISION MENSUAL
652,1,2015-01-15,REVISION MENSUAL
653,1,2015-01-15,REVISION MENSUAL
654,1,2015-01-15,REVISION MENSUAL
655,1,2015-01-15,REVISION MENSUAL
656,1,2015-01-15,REVISION MENSUAL
657,1,2015-01-15,REVISION MENSUAL
658,1,2015-01-15,REVISION MENSUAL
664,1,2015-01-19,REVISION MENSUAL
665,1,2015-01-19,REVISION MENSUAL
666,1,2015-01-19,REVISION MENSUAL
667,1,2015-01-19,REVISION MENSUAL
668,1,2015-01-19,REVISION MENSUAL
676,1,2015-01-21,REVISION MENSUAL
677,1,2015-01-21,REVISION MENSUAL
678,1,2015-01-21,REVISION MENSUAL
679,1,2015-01-21,REVISION MENSUAL
680,1,2015-01-21,REVISION MENSUAL  
681,1,2015-01-21,REVISION MENSUAL
682,1,2015-01-21,REVISION MENSUAL
683,1,2015-01-21,REVISION MENSUAL
684,1,2015-01-21,REVISION MENSUAL
685,1,2015-01-21,REVISION MENSUAL
686,1,2015-01-21,REVISION MENSUAL
687,1,2015-01-21,REVISION MENSUAL
688,1,2015-01-21,REVISION MENSUAL
689,1,2015-01-21,REVISION MENSUAL
690,1,2015-01-21,REVISION MENSUAL
691,1,2015-01-21,REVISION MENSUAL
692,1,2015-01-19,REVISION MENSUAL
693,1,2015-01-19,REVISION MENSUAL
694,1,2015-01-19,REVISION MENSUAL
695,1,2015-01-19,REVISION MENSUAL
697,1,2015-01-21,REVISION MENSUAL
698,1,2015-01-21,REVISION MENSUAL
699,1,2015-01-21,REVISION MENSUAL
700,1,2015-01-21,REVISION MENSUAL
701,1,2015-01-21,REVISION MENSUAL
702,1,2015-01-21,REVISION MENSUAL
715,1,2015-01-26,REVISION MENSUAL
718,1,2015-01-21,REVISION MENSUAL
719,1,2015-01-21,REVISION MENSUAL
720,1,2015-01-21,REVISION MENSUAL
721,1,2015-01-21,REVISION MENSUAL
722,1,2015-01-21,REVISION MENSUAL
723,1,2015-01-21,REVISION MENSUAL
724,1,2015-01-21,REVISION MENSUAL
725,1,2015-01-21,REVISION MENSUAL
733,1,2015-01-20,REVISION MENSUAL
734,1,2015-01-20,REVISION MENSUAL
735,1,2015-01-20,REVISION MENSUAL
736,1,2015-01-20,REVISION MENSUAL
737,1,2015-01-20,REVISION MENSUAL
738,1,2015-01-20,REVISION MENSUAL
739,1,2015-01-20,REVISION MENSUAL
740,1,2015-01-20,REVISION MENSUAL
741,1,2015-01-20,REVISION MENSUAL
742,1,2015-01-20,REVISION MENSUAL
743,1,2015-01-20,REVISION MENSUAL
744,1,2015-01-20,REVISION MENSUAL
745,1,2015-01-20,REVISION MENSUAL
746,1,2015-01-20,REVISION MENSUAL
756,1,2015-02-03,REVISION MENSUAL
757,1,2015-02-03,REVISION MENSUAL
758,1,2015-02-03,REVISION MENSUAL
759,1,2015-02-03,REVISION MENSUAL
760,1,2015-02-03,REVISION MENSUAL
761,1,2015-02-03,REVISION MENSUAL
762,1,2015-02-03,REVISION MENSUAL
763,1,2015-02-03,REVISION MENSUAL
778,1,2015-02-06,REVISION MENSUAL
781,1,2015-02-06,REVISION MENSUAL
783,1,2015-02-09,REVISION MENSUAL
784,1,2015-02-09,REVISION MENSUAL
785,1,2015-02-09,REVISION MENSUAL
786,1,2015-02-09,REVISION MENSUAL
787,1,2015-02-09,REVISION MENSUAL
788,1,2015-02-09,REVISION MENSUAL
789,1,2015-02-09,REVISION MENSUAL
790,1,2015-02-09,REVISION MENSUAL
791,1,2015-02-09,REVISION MENSUAL
792,1,2015-02-09,REVISION MENSUAL
793,1,2015-02-09,REVISION MENSUAL
794,1,2015-02-09,REVISION MENSUAL
795,1,2015-02-09,REVISION MENSUAL
799,1,2015-02-09,REVISION MENSUAL
800,1,2015-02-09,REVISION MENSUAL
801,1,2015-02-09,REVISION MENSUAL
802,1,2015-02-09,REVISION MENSUAL
803,1,2015-02-09,REVISION MENSUAL
804,1,2015-02-09,REVISION MENSUAL
805,1,2015-02-09,REVISION MENSUAL
806,1,2015-02-09,REVISION MENSUAL
807,1,2015-02-09,REVISION MENSUAL
808,1,2015-02-09,REVISION MENSUAL
809,1,2015-02-09,REVISION MENSUAL
810,1,2015-02-09,REVISION MENSUAL
811,1,2015-02-09,REVISION MENSUAL
812,1,2015-02-09,REVISION MENSUAL
813,1,2015-02-09,REVISION MENSUAL
814,1,2015-02-09,REVISION MENSUAL
815,1,2015-02-09,REVISION MENSUAL
816,1,2015-02-09,REVISION MENSUAL
817,1,2015-02-09,REVISION MENSUAL
818,1,2015-02-09,REVISION MENSUAL
819,1,2015-02-09,REVISION MENSUAL
821,1,2015-02-09,REVISION MENSUAL
822,1,2015-02-09,REVISION MENSUAL
823,1,2015-02-09,REVISION MENSUAL
824,1,2015-02-09,REVISION MENSUAL
825,1,2015-02-09,REVISION MENSUAL
826,1,2015-02-09,REVISION MENSUAL
827,1,2015-02-09,REVISION MENSUAL
828,1,2015-02-09,REVISION MENSUAL
829,1,2015-02-09,REVISION MENSUAL
830,1,2015-02-09,REVISION MENSUAL
833,1,2015-02-10,REVISION MENSUAL
834,1,2015-02-10,REVISION MENSUAL
835,1,2015-02-10,REVISION MENSUAL
836,1,2015-02-10,REVISION MENSUAL
837,1,2015-02-10,REVISION MENSUAL
838,1,2015-02-10,REVISION MENSUAL
839,1,2015-02-10,REVISION MENSUAL
840,1,2015-02-10,REVISION MENSUAL
841,1,2015-02-10,REVISION MENSUAL
842,1,2015-02-10,REVISION MENSUAL
843,1,2015-02-10,REVISION MENSUAL
844,1,2015-02-10,REVISION MENSUAL
845,1,2015-02-10,REVISION MENSUAL
846,1,2015-02-10,REVISION MENSUAL
847,1,2015-02-10,REVISION MENSUAL
848,1,2015-02-10,REVISION MENSUAL
849,1,2015-02-10,REVISION MENSUAL
850,1,2015-02-10,REVISION MENSUAL
851,1,2015-02-10,REVISION MENSUAL
852,1,2015-02-10,REVISION MENSUAL
853,1,2015-02-10,REVISION MENSUAL
854,1,2015-02-10,REVISION MENSUAL
855,1,2015-02-10,REVISION MENSUAL
856,1,2015-02-10,REVISION MENSUAL
857,1,2015-02-10,REVISION MENSUAL
858,1,2015-02-10,REVISION MENSUAL
859,1,2015-02-11,REVISION MENSUAL
860,1,2015-02-10,REVISION MENSUAL
861,1,2015-02-10,REVISION MENSUAL
